borrowerage,maritalstatus,householdsize,dependents,region,level,borrowercreditscore,employmentstatus,inflationrate,repaymentplan,collectionefforts,loanamount,remainingamount,interestratechange,lossdefault
23,Divorced,2,0,North,Diploma,656,Employed,3.69,Salary,No Collectioneffort,4000000,1183851.12,1.75,No Default
34,Married,2,0,South,Degree,627,Employed,9.88,Salary,Calls,1760000,1128096.84,0.12,No Default
24,Married,1,1,North,Degree,609,Unemployed,19.19,Salary,No Collectioneffort,1760000,1410009.16,0.38,Default
17,Married,3,2,Central,Degree,702,Self-employed,10.74,Salary,No Collectioneffort,880000,382062.05,1.9,Default
27,Married,3,1,North,Diploma,689,Self-employed,17.52,Salary,Notices,2000000,1596442.3,0.02,Default
34,Single,1,0,Central,Degree,652,Self-employed,8.61,Salary,Calls,880000,116953.65,1.78,No Default
39,Single,3,5,South,Degree,562,Unemployed,18.93,Voluntary,No Collectioneffort,4000000,2161340.93,0.52,Default
26,Divorced,5,1,North,Degree,606,Employed,18.37,Salary,Calls,1760000,360445.18,1.51,No Default
19,Single,6,2,South,Diploma,646,Unemployed,10.78,Salary,Reminders,1760000,1646805.71,0.32,Default
23,Single,4,2,North,Diploma,673,Self-employed,10.56,Salary,No Collectioneffort,880000,546377.39,0.34,Default
32,Married,4,0,South,Diploma,674,Self-employed,11.42,Salary,No Collectioneffort,1760000,1743283.1,1.66,Default
32,Married,2,2,Central,Degree,661,Employed,13.68,Voluntary,Reminders,2000000,1012789.32,0.54,Default
36,Single,2,2,South,Diploma,651,Employed,14.3,Voluntary,Reminders,4000000,2762180.48,1.25,Default
33,Single,2,1,North,Diploma,639,Employed,18.41,Salary,No Collectioneffort,4000000,1271203.66,0.35,No Default
18,Single,3,2,Central,Degree,618,Employed,9.04,Voluntary,Calls,2000000,1871745.1,1.38,Default
17,Married,4,3,South,Degree,732,Unemployed,4.21,Salary,No Collectioneffort,1760000,1044807.63,0.11,Default
32,Single,2,1,North,Diploma,701,Unemployed,10.46,Voluntary,No Collectioneffort,880000,661263.25,0.99,Default
28,Married,3,0,Central,Diploma,679,Unemployed,17.31,Salary,Calls,1760000,1176150.05,0.58,Default
21,Married,3,1,South,Degree,593,Unemployed,14.97,Voluntary,No Collectioneffort,1760000,672619.41,0.38,Default
21,Married,2,0,Central,Degree,590,Self-employed,15.61,Salary,Calls,1760000,1360631.75,0.05,Default
39,Single,3,0,North,Degree,648,Self-employed,14.18,Voluntary,Calls,4000000,1075672.59,0.47,No Default
25,Single,2,1,North,Diploma,624,Self-employed,16.67,Voluntary,Reminders,1760000,1394166.66,1.08,Default
25,Married,6,0,North,Diploma,593,Unemployed,7.15,Voluntary,Notices,4000000,1779340.31,0.7,Default
19,Married,3,5,Central,Degree,655,Employed,13.44,Voluntary,No Collectioneffort,1760000,743154.57,1.1,Default
35,Single,3,2,North,Diploma,555,Self-employed,7.57,Salary,Notices,4000000,2887223.41,1.57,Default
32,Married,2,1,South,Diploma,645,Employed,14.35,Voluntary,No Collectioneffort,4000000,2417892.34,1.72,Default
32,Single,3,0,North,Diploma,675,Employed,13.48,Salary,No Collectioneffort,1760000,1554848.34,0.59,Default
19,Single,2,0,Central,Degree,673,Self-employed,13.91,Voluntary,Calls,1760000,1098951.82,0.63,Default
36,Married,2,3,North,Diploma,559,Employed,16.48,Salary,Calls,2000000,802628.85,1.55,Default
40,Single,2,1,Central,Degree,557,Unemployed,14.19,Voluntary,No Collectioneffort,880000,520553.25,1.64,Default
38,Married,1,0,Central,Degree,639,Self-employed,10.23,Voluntary,Notices,1760000,952752.99,1.07,Default
40,Married,3,3,South,Degree,618,Self-employed,7.66,Salary,No Collectioneffort,1760000,1292839.82,1.73,No Default
17,Married,2,1,Central,Degree,589,Unemployed,17.48,Salary,Calls,1760000,263193.74,0.03,Default
40,Married,4,1,Central,Degree,542,Unemployed,10.55,Voluntary,Reminders,4000000,3147455.35,0.41,Default
36,Married,1,5,Central,Degree,605,Employed,9.47,Salary,No Collectioneffort,4000000,3851540.86,1.29,No Default
27,Single,1,0,South,Diploma,644,Unemployed,6.84,Voluntary,Calls,2000000,662957.07,1.77,No Default
33,Married,4,2,Central,Degree,638,Unemployed,10.46,Voluntary,No Collectioneffort,4000000,752765.4,0.38,No Default
24,Divorced,1,5,South,Diploma,589,Unemployed,10.68,Salary,No Collectioneffort,1760000,1341121.36,1.05,Default
20,Single,1,0,South,Degree,599,Employed,6.87,Salary,No Collectioneffort,880000,522474.87,1.5,Default
22,Single,2,4,Central,Degree,632,Self-employed,4.46,Voluntary,No Collectioneffort,1760000,1238493.62,0.24,Default
24,Single,4,1,North,Diploma,608,Unemployed,13.27,Salary,No Collectioneffort,2000000,486929.92,1.4,Default
36,Married,4,4,Central,Degree,666,Employed,16.9,Voluntary,No Collectioneffort,4000000,2844124.52,1.36,Default
19,Married,2,1,North,Degree,677,Employed,3.87,Salary,No Collectioneffort,4000000,3743060.94,0.39,No Default
32,Married,3,6,South,Degree,672,Self-employed,9.1,Voluntary,No Collectioneffort,4000000,1471942.57,1.47,No Default
19,Married,3,2,North,Diploma,595,Employed,14.09,Salary,No Collectioneffort,4000000,695682.93,1.38,Default
34,Married,5,2,North,Degree,666,Unemployed,4.24,Voluntary,Calls,2000000,480618.6,0.65,No Default
30,Married,1,3,Central,Degree,667,Employed,4.88,Salary,No Collectioneffort,2000000,981323.17,0.7,No Default
34,Married,4,1,South,Degree,724,Unemployed,6.97,Salary,No Collectioneffort,880000,517776.86,0.83,Default
18,Married,2,0,North,Diploma,748,Self-employed,17.62,Salary,Calls,880000,755532.93,1.44,Default
38,Married,2,0,South,Diploma,712,Self-employed,13.17,Voluntary,Reminders,1760000,1225476.47,0.55,Default
19,Married,2,1,North,Diploma,627,Self-employed,7.81,Salary,No Collectioneffort,4000000,2154901.34,1.28,Default
32,Married,3,2,South,Diploma,611,Self-employed,17.91,Salary,Calls,880000,863257.98,1.06,Default
25,Married,3,3,South,Degree,639,Employed,10.05,Salary,Reminders,4000000,3626473.1,1.98,Default
20,Married,3,1,North,Diploma,621,Unemployed,15.23,Voluntary,No Collectioneffort,4000000,2006401.0,1.78,Default
17,Married,3,1,Central,Degree,754,Unemployed,17.07,Salary,No Collectioneffort,2000000,1400651.59,1.7,Default
20,Married,3,3,South,Degree,697,Unemployed,8.42,Salary,No Collectioneffort,1760000,1243571.19,0.17,Default
17,Married,4,0,North,Degree,681,Employed,8.15,Salary,No Collectioneffort,1760000,1019788.26,1.49,Default
30,Married,2,2,Central,Degree,690,Self-employed,14.58,Voluntary,No Collectioneffort,4000000,3228556.04,0.85,Default
37,Married,2,0,North,Degree,718,Self-employed,4.83,Salary,Notices,4000000,3317415.88,1.66,No Default
32,Single,2,0,Central,Degree,680,Employed,6.41,Salary,No Collectioneffort,2000000,1710116.16,1.8,No Default
36,Single,2,2,South,Diploma,640,Employed,10.19,Salary,Calls,1760000,806946.88,0.21,No Default
40,Married,3,0,North,Degree,687,Employed,3.5,Voluntary,No Collectioneffort,2000000,1984731.98,1.49,No Default
24,Married,3,0,North,Degree,686,Self-employed,8.87,Voluntary,Reminders,4000000,2818465.67,0.23,Default
23,Divorced,3,2,South,Degree,594,Unemployed,12.03,Voluntary,Notices,4000000,750647.8,0.25,Default
19,Single,2,1,South,Degree,770,Employed,3.83,Salary,No Collectioneffort,4000000,624782.2,0.03,No Default
33,Single,3,2,North,Diploma,619,Employed,14.49,Salary,No Collectioneffort,1760000,1428726.72,1.86,Default
17,Single,2,5,North,Degree,727,Self-employed,9.2,Voluntary,No Collectioneffort,4000000,3813037.99,0.73,Default
32,Single,5,2,North,Degree,641,Employed,8.26,Voluntary,No Collectioneffort,4000000,3558370.45,0.4,No Default
28,Married,2,2,North,Degree,707,Employed,11.89,Salary,No Collectioneffort,4000000,2262439.16,1.1,No Default
35,Single,3,1,South,Diploma,652,Employed,4.14,Salary,Calls,4000000,2472269.84,0.41,No Default
38,Married,4,2,North,Diploma,577,Employed,4.33,Salary,No Collectioneffort,4000000,1867038.07,0.99,Default
39,Married,5,0,North,Diploma,703,Employed,8.92,Salary,No Collectioneffort,4000000,486963.26,1.84,No Default
38,Married,2,2,South,Degree,723,Self-employed,7.9,Voluntary,No Collectioneffort,1760000,488328.0,1.21,No Default
30,Married,2,0,South,Degree,649,Self-employed,7.07,Voluntary,No Collectioneffort,2000000,1864518.82,1.99,No Default
22,Married,2,0,Central,Degree,692,Employed,6.44,Salary,No Collectioneffort,4000000,3540010.81,0.44,No Default
22,Single,2,2,South,Degree,615,Unemployed,15.74,Voluntary,No Collectioneffort,880000,732796.35,0.76,Default
29,Married,3,2,North,Diploma,653,Employed,14.05,Voluntary,No Collectioneffort,2000000,1548657.94,1.91,Default
35,Married,5,1,North,Degree,705,Employed,4.54,Salary,Calls,1760000,1682611.16,1.65,No Default
38,Single,1,1,North,Diploma,669,Self-employed,11.98,Voluntary,No Collectioneffort,880000,215389.17,1.8,No Default
24,Single,3,1,North,Degree,675,Employed,5.46,Salary,No Collectioneffort,1760000,331975.65,0.64,No Default
18,Single,4,3,North,Diploma,701,Self-employed,3.37,Voluntary,No Collectioneffort,1760000,893003.27,1.7,Default
37,Single,1,0,South,Diploma,734,Unemployed,13.8,Salary,No Collectioneffort,880000,167656.77,1.7,No Default
17,Divorced,3,1,North,Degree,706,Self-employed,8.73,Salary,No Collectioneffort,4000000,788862.17,0.94,No Default
31,Married,4,0,North,Degree,666,Unemployed,9.37,Voluntary,Calls,4000000,2908667.3,0.32,Default
17,Single,5,1,Central,Diploma,649,Self-employed,4.05,Voluntary,Reminders,1760000,1050305.89,1.92,Default
21,Married,3,1,Central,Diploma,659,Employed,11.17,Voluntary,No Collectioneffort,1760000,1422468.21,1.45,Default
32,Married,1,0,North,Degree,585,Employed,12.31,Voluntary,No Collectioneffort,4000000,425364.38,1.14,No Default
35,Single,1,1,North,Degree,663,Employed,9.77,Voluntary,Notices,2000000,950804.77,1.87,No Default
20,Divorced,3,4,Central,Degree,592,Employed,6.39,Voluntary,No Collectioneffort,4000000,1329121.56,0.57,No Default
19,Married,1,2,North,Degree,631,Employed,3.09,Voluntary,Notices,2000000,278857.06,1.47,No Default
33,Married,1,3,North,Degree,687,Employed,8.61,Voluntary,Calls,880000,837011.92,1.04,No Default
33,Married,4,2,North,Diploma,630,Employed,16.78,Salary,Reminders,4000000,2621319.35,0.35,Default
28,Married,4,4,Central,Degree,720,Unemployed,5.69,Salary,Calls,4000000,2645865.96,1.17,Default
30,Single,4,0,North,Degree,647,Unemployed,18.1,Salary,No Collectioneffort,880000,509663.9,0.76,Default
37,Married,1,1,Central,Diploma,710,Employed,19.88,Salary,No Collectioneffort,4000000,3102519.46,1.27,Default
22,Divorced,2,2,South,Diploma,636,Employed,5.03,Salary,No Collectioneffort,1760000,1397295.53,1.92,No Default
19,Single,4,4,Central,Diploma,644,Self-employed,18.6,Voluntary,Notices,880000,356949.06,0.64,Default
25,Married,3,1,South,Degree,707,Self-employed,4.14,Salary,No Collectioneffort,4000000,1276771.64,1.44,No Default
21,Married,4,0,Central,Degree,641,Employed,5.35,Salary,No Collectioneffort,880000,721494.63,1.39,Default
40,Single,6,5,North,Diploma,668,Unemployed,14.94,Voluntary,No Collectioneffort,4000000,2131740.18,0.1,Default
33,Married,4,0,North,Degree,628,Unemployed,13.99,Salary,Calls,4000000,3853810.98,0.42,Default
30,Single,3,0,North,Diploma,535,Unemployed,8.8,Voluntary,Notices,1760000,1041965.01,0.65,Default
37,Married,2,1,North,Degree,620,Employed,17.72,Voluntary,Calls,4000000,2578517.39,0.08,Default
19,Single,3,1,South,Degree,723,Employed,14.1,Voluntary,Calls,2000000,1164074.24,1.14,Default
17,Divorced,3,3,South,Degree,666,Employed,7.32,Voluntary,Notices,1760000,1632500.95,1.15,No Default
36,Single,2,1,North,Degree,694,Unemployed,15.64,Voluntary,No Collectioneffort,4000000,2346430.17,0.98,Default
37,Single,4,1,Central,Degree,696,Employed,11.73,Salary,No Collectioneffort,1760000,496896.2,1.84,No Default
39,Single,1,0,North,Degree,688,Employed,11.0,Voluntary,No Collectioneffort,4000000,1783995.1,1.56,No Default
17,Divorced,4,2,North,Degree,729,Self-employed,10.95,Voluntary,No Collectioneffort,880000,512762.02,1.37,Default
19,Married,1,1,Central,Degree,634,Employed,8.98,Salary,Calls,4000000,1615224.82,0.91,No Default
34,Married,3,0,North,Degree,724,Employed,19.83,Salary,No Collectioneffort,880000,804564.4,1.12,Default
26,Married,4,5,North,Degree,683,Unemployed,18.07,Salary,No Collectioneffort,2000000,1942676.26,1.32,Default
38,Married,1,0,North,Degree,672,Unemployed,9.25,Voluntary,No Collectioneffort,4000000,757793.77,0.28,No Default
19,Single,3,2,Central,Diploma,547,Employed,7.81,Salary,Reminders,1760000,217613.65,1.84,Default
24,Married,2,4,North,Degree,670,Employed,13.81,Voluntary,Calls,1760000,443400.27,0.59,No Default
30,Single,4,0,South,Degree,695,Unemployed,14.93,Salary,Reminders,4000000,2746724.64,0.67,Default
40,Divorced,4,0,Central,Degree,661,Self-employed,14.31,Salary,No Collectioneffort,1760000,673728.45,1.5,No Default
34,Married,5,1,Central,Degree,712,Employed,10.1,Voluntary,No Collectioneffort,1760000,1293042.52,0.52,Default
31,Married,4,0,South,Degree,714,Self-employed,19.54,Voluntary,No Collectioneffort,880000,827571.22,1.42,Default
38,Single,3,3,South,Degree,636,Self-employed,13.03,Voluntary,No Collectioneffort,880000,568632.27,0.39,Default
39,Married,2,1,Central,Degree,655,Self-employed,6.59,Voluntary,Reminders,1760000,1732298.24,0.18,No Default
18,Single,2,6,North,Diploma,636,Self-employed,13.87,Voluntary,No Collectioneffort,4000000,3274634.25,1.46,Default
26,Single,3,4,South,Degree,628,Unemployed,13.71,Salary,No Collectioneffort,1760000,1700264.05,0.01,Default
18,Single,3,4,South,Degree,654,Self-employed,11.89,Voluntary,No Collectioneffort,880000,429505.85,1.04,Default
33,Married,4,0,Central,Degree,661,Unemployed,13.91,Salary,Calls,1760000,657354.62,1.84,No Default
24,Married,2,0,North,Diploma,545,Unemployed,4.56,Salary,No Collectioneffort,1760000,689807.19,0.87,Default
17,Single,1,0,Central,Degree,648,Unemployed,13.09,Salary,No Collectioneffort,4000000,2818665.33,1.34,Default
25,Single,3,2,Central,Degree,670,Self-employed,14.14,Salary,No Collectioneffort,4000000,3673130.57,0.18,No Default
27,Married,2,0,North,Diploma,656,Self-employed,5.15,Salary,No Collectioneffort,2000000,1040235.66,1.81,No Default
38,Married,3,3,South,Degree,646,Unemployed,10.49,Voluntary,Notices,1760000,1706273.24,0.34,Default
32,Single,3,1,North,Degree,599,Self-employed,3.32,Voluntary,Reminders,1760000,1295864.76,0.6,Default
23,Single,3,2,Central,Diploma,584,Employed,12.24,Voluntary,Calls,880000,280806.58,1.37,Default
26,Divorced,1,1,South,Diploma,623,Unemployed,6.48,Voluntary,Calls,4000000,1689363.59,1.15,Default
39,Divorced,5,1,North,Degree,559,Employed,8.53,Salary,No Collectioneffort,880000,815982.37,1.57,Default
19,Divorced,1,0,Central,Degree,647,Employed,17.07,Salary,Reminders,880000,102280.13,1.99,No Default
34,Married,2,0,Central,Degree,607,Employed,5.84,Voluntary,Reminders,2000000,1160714.38,0.04,No Default
40,Single,3,1,Central,Diploma,660,Employed,16.94,Voluntary,Notices,880000,383771.81,0.77,Default
29,Single,1,2,North,Diploma,621,Employed,4.13,Salary,No Collectioneffort,1760000,408721.74,0.93,No Default
23,Single,1,0,North,Diploma,552,Self-employed,10.55,Voluntary,Calls,2000000,1016345.29,0.19,Default
20,Single,1,3,North,Degree,600,Employed,8.68,Voluntary,Notices,880000,650313.61,0.72,Default
29,Divorced,3,3,North,Degree,659,Self-employed,3.59,Salary,No Collectioneffort,4000000,692180.04,1.79,No Default
36,Married,4,0,South,Diploma,688,Employed,6.59,Voluntary,Notices,4000000,1124471.39,0.49,No Default
17,Married,3,2,North,Degree,636,Employed,18.53,Voluntary,No Collectioneffort,2000000,590956.67,1.76,Default
24,Single,3,1,North,Diploma,662,Self-employed,7.73,Salary,Notices,4000000,3388241.18,0.87,Default
30,Divorced,2,0,South,Degree,640,Employed,14.96,Salary,Reminders,1760000,303371.2,0.07,No Default
32,Married,1,3,South,Degree,639,Self-employed,17.52,Salary,Notices,1760000,1549502.57,1.0,Default
30,Single,1,6,North,Degree,609,Employed,18.19,Voluntary,No Collectioneffort,1760000,1428347.95,0.95,Default
28,Married,4,2,Central,Degree,648,Self-employed,16.72,Salary,Reminders,4000000,468832.04,1.09,Default
35,Single,1,4,South,Degree,619,Self-employed,9.61,Salary,Notices,4000000,1662069.61,0.58,No Default
39,Single,6,2,North,Diploma,718,Employed,4.78,Salary,Notices,2000000,443423.75,0.66,No Default
31,Married,2,2,Central,Diploma,616,Self-employed,5.76,Salary,No Collectioneffort,2000000,1112903.42,0.69,No Default
18,Married,3,1,South,Degree,658,Employed,5.26,Salary,Notices,4000000,2413482.04,1.88,Default
18,Single,5,0,North,Diploma,596,Self-employed,8.6,Voluntary,No Collectioneffort,4000000,3606266.39,0.64,Default
39,Single,2,0,North,Diploma,640,Employed,17.06,Salary,Calls,880000,523143.59,1.01,Default
38,Divorced,3,1,Central,Degree,599,Employed,8.86,Salary,Calls,4000000,1762598.8,1.05,Default
35,Married,2,2,Central,Degree,621,Self-employed,12.15,Salary,Calls,1760000,333056.7,0.3,No Default
38,Married,2,1,North,Degree,698,Employed,11.61,Salary,No Collectioneffort,4000000,910805.01,1.9,No Default
38,Single,2,2,South,Diploma,647,Employed,12.59,Salary,Notices,1760000,518534.14,1.01,No Default
33,Single,4,0,North,Degree,691,Self-employed,4.78,Salary,Reminders,4000000,2373009.0,1.13,Default
36,Single,2,1,South,Degree,639,Employed,13.15,Salary,Reminders,2000000,1811596.94,1.39,No Default
26,Single,2,1,Central,Diploma,686,Employed,19.4,Salary,Reminders,1760000,1696556.14,0.13,Default
22,Single,6,0,North,Degree,690,Employed,13.97,Voluntary,No Collectioneffort,2000000,1899830.66,1.23,Default
31,Single,2,4,North,Degree,685,Unemployed,11.84,Voluntary,Notices,1760000,1062075.6,0.78,Default
38,Married,2,2,North,Degree,697,Self-employed,9.2,Salary,Notices,4000000,1774354.42,0.79,No Default
27,Single,6,0,North,Diploma,674,Employed,3.66,Voluntary,No Collectioneffort,1760000,1323373.3,1.94,Default
21,Married,2,2,North,Degree,628,Self-employed,4.75,Voluntary,Reminders,4000000,3545208.31,1.78,Default
17,Single,2,1,South,Degree,579,Employed,9.66,Voluntary,No Collectioneffort,4000000,2208214.62,1.74,Default
24,Married,4,1,North,Degree,611,Self-employed,10.92,Salary,No Collectioneffort,880000,849953.18,1.76,Default
37,Single,2,6,Central,Diploma,669,Self-employed,10.01,Voluntary,Notices,2000000,1054814.38,1.18,Default
28,Married,2,2,North,Degree,705,Unemployed,8.87,Salary,No Collectioneffort,1760000,1304215.36,0.5,No Default
28,Single,2,4,North,Degree,674,Self-employed,14.36,Salary,Calls,1760000,203178.97,0.83,No Default
21,Divorced,3,4,North,Diploma,634,Employed,19.67,Salary,No Collectioneffort,4000000,3151096.71,0.9,Default
23,Married,1,0,North,Degree,628,Self-employed,14.26,Voluntary,No Collectioneffort,4000000,3275443.31,0.23,No Default
20,Married,2,0,North,Diploma,651,Employed,11.85,Salary,Reminders,880000,816594.19,1.58,Default
22,Single,2,1,South,Degree,680,Employed,19.96,Salary,No Collectioneffort,1760000,870638.55,0.64,Default
29,Married,2,3,Central,Degree,651,Employed,4.52,Salary,No Collectioneffort,1760000,451227.33,1.11,No Default
36,Married,3,3,South,Diploma,625,Self-employed,13.99,Voluntary,No Collectioneffort,4000000,1685311.2,1.7,Default
31,Single,2,3,North,Degree,607,Employed,11.81,Salary,No Collectioneffort,4000000,1072020.44,0.14,No Default
19,Married,3,1,North,Degree,614,Unemployed,12.82,Voluntary,No Collectioneffort,1760000,1180824.17,0.7,Default
39,Married,3,2,South,Degree,615,Unemployed,18.48,Salary,No Collectioneffort,1760000,1045530.19,1.81,Default
24,Married,2,2,North,Degree,646,Employed,8.59,Salary,No Collectioneffort,1760000,226259.04,0.39,No Default
